rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1426,3762468,K00208.01,Kepler-493 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.003879547,3.58E-06,-3.58E-06,134.709874,9.91E-04,-9.91E-04,0.338,0.05,-0.338,3.2848,0.0587,-0.0587,8.54E+03,1.22E+02,-1.22E+02,10.96,3.52E+00,-1.17E+00,1438,,,1011.87,959.94,-321.7,80.8,1,q1_q17_dr25_tce,6311,177,-243,4.398,0.054,-0.216,1.172,0.376,-0.125,295.30753,38.881641,14.996
1427,5706966,K01908.02,Kepler-333 c,CONFIRMED,CANDIDATE,1,0,0,0,0,24.0884178,1.76E-04,-1.76E-04,134.42178,5.04E-03,-5.04E-03,0.376,0.069,-0.376,3.952,0.14,-0.14,3.87E+02,2.01E+01,-2.01E+01,1.16,5.00E-02,-6.00E-02,386,,,5.26,1,-0.86,21,2,q1_q17_dr25_tce,4213,84,-84,4.669,0.024,-0.022,0.598,0.029,-0.029,292.28607,40.913589,14.731
1428,10130039,K01909.01,Kepler-334 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.75800092,3.69E-05,-3.69E-05,133.95888,2.54E-03,-2.54E-03,0.011,0.405,-0.011,4.1828,0.0716,-0.0716,1.88E+02,4.90E+00,-4.90E+00,1.49,2.30E-01,-2.10E-01,822,,,107.96,46.78,-34.54,41.7,1,q1_q17_dr25_tce,5782,104,-115,4.34,0.126,-0.103,1.095,0.17,-0.155,287.14066,47.115189,12.776
1429,10130039,K01909.02,Kepler-334 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.47033376,1.66E-05,-1.66E-05,131.49548,2.42E-03,-2.42E-03,0.074,0.364,-0.074,3.1441,0.0739,-0.0739,1.12E+02,3.80E+00,-3.80E+00,1.15,1.80E-01,-1.60E-01,1090,,,334.27,144.82,-106.96,32.7,2,q1_q17_dr25_tce,5782,104,-115,4.34,0.126,-0.103,1.095,0.17,-0.155,287.14066,47.115189,12.776
1430,9518318,K01978.01,Kepler-346 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.51112385,1.05E-05,-1.05E-05,131.70646,1.39E-03,-1.39E-03,0.882,0.019,-0.663,1.6919,0.0395,-0.0395,6.95E+02,2.13E+01,-2.13E+01,3.09,1.03E+00,-3.40E-01,1008,,,243.67,246.25,-79.01,38.4,1,q1_q17_dr25_tce,6032,190,-232,4.465,0.056,-0.21,1.001,0.333,-0.111,288.0119,46.117611,15.214
1431,9518318,K01978.02,Kepler-346 c,CONFIRMED,CANDIDATE,1,0,0,0,0,23.85163321,6.82E-05,-6.82E-05,147.61456,2.47E-03,-2.47E-03,0.88,0.039,-0.597,2.4453,0.0677,-0.0677,8.34E+02,3.16E+01,-3.16E+01,3.37,1.12E+00,-3.70E-01,654,,,43.19,43.64,-14.01,28.6,2,q1_q17_dr25_tce,6032,190,-232,4.465,0.056,-0.21,1.001,0.333,-0.111,288.0119,46.117611,15.214
1432,7273277,K01979.01,Kepler-1035 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,2.714078374,3.87E-06,-3.87E-06,133.71179,1.16E-03,-1.16E-03,0.868,0.004,-0.601,1.3115,0.0408,-0.0408,1.44E+02,4.70E+00,-4.70E+00,1.38,2.20E-01,-9.00E-02,1301,,,675.86,266.41,-120.21,36.8,1,q1_q17_dr25_tce,5815,69,-87,4.461,0.04,-0.12,0.992,0.152,-0.065,289.04221,42.882488,12.987
1433,11769890,K01980.01,Kepler-1036 b,CONFIRMED,CANDIDATE,1,0,0,0,0,122.8799543,6.81E-04,-6.81E-04,165.46356,4.38E-03,-4.38E-03,0.872,0.039,-0.615,7.835,0.156,-0.156,7.18E+02,1.97E+01,-1.97E+01,2.7,2.80E-01,-1.60E-01,326,,,2.66,0.83,-0.49,41.9,1,q1_q17_dr25_tce,5413,107,-107,4.51,0.052,-0.078,0.861,0.088,-0.051,295.18164,49.945782,13.8
1435,12301181,K02059.01,Kepler-1076 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,6.14728341,2.15E-05,-2.15E-05,134.87289,2.80E-03,-2.80E-03,0.188,0.261,-0.188,2.7645,0.0776,-0.0776,1.20E+02,4.80E+00,-4.80E+00,0.79,6.00E-02,-3.00E-02,770,,,83.18,19.08,-12.5,26.8,1,q1_q17_dr25_tce,4997,100,-100,4.598,0.018,-0.053,0.746,0.049,-0.03,287.59009,51.06057,12.906
1437,6774880,K02062.01,Kepler-1077 b,CONFIRMED,CANDIDATE,1,0,0,0,0,34.3511339,1.51E-04,-1.51E-04,134.19046,3.43E-03,-3.43E-03,0.88,0.029,-0.643,4.4408,0.0987,-0.0987,5.99E+02,2.38E+01,-2.38E+01,2.75,9.30E-01,-2.90E-01,576,,,26.1,25.87,-7.92,28.8,1,q1_q17_dr25_tce,6091,169,-211,4.487,0.054,-0.216,0.967,0.325,-0.101,291.03363,42.26786,14.998
1438,3937519,K00221.01,Kepler-495 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.413036353,6.26E-07,-6.26E-07,132.443054,1.51E-04,-1.51E-04,0.046,0.117,-0.046,2.61366,0.00578,-0.00578,3.87E+03,8.90E+00,-8.90E+00,6.62,1.37E+00,-1.12E+00,1200,,,490.24,266.14,-169.63,480.7,1,q1_q17_dr25_tce,5392,80,-72,4.314,0.165,-0.15,1.087,0.224,-0.184,285.93069,39.098141,14.622
1439,7449541,K02063.01,Kepler-1078 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.00725068,1.14E-05,-1.14E-05,131.90484,3.12E-03,-3.12E-03,0.897,0.044,-0.633,4.4302,0.0837,-0.0837,2.86E+02,1.09E+01,-1.09E+01,1.56,3.40E-01,-1.20E-01,1122,,,373.99,248.39,-88.89,30,1,q1_q17_dr25_tce,5667,169,-152,4.587,0.038,-0.142,0.781,0.169,-0.061,293.20059,43.050041,15.62
1440,5080636,K01843.01,Kepler-974 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.194496867,5.59E-06,-5.59E-06,134.13511,1.14E-03,-1.14E-03,0.863,0.005,-0.625,1.7807,0.0343,-0.0343,6.61E+02,1.71E+01,-1.71E+01,1.57,9.00E-02,-1.20E-01,577,,,26.2,5.71,-5.91,45,1,q1_q17_dr25_tce,3706,73,-92,4.747,0.033,-0.033,0.522,0.032,-0.039,285.01309,40.220749,14.404
1442,3338885,K01845.01,Kepler-975 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.970340203,2.28E-06,-2.28E-06,131.948389,9.60E-04,-9.60E-04,0.859,0.033,-0.606,1.7901,0.0341,-0.0341,4.03E+02,8.50E+00,-8.50E+00,3.97,2.57E+00,-2.34E+00,1599,,,1540.07,3171.86,-1307.7,56.3,1,q1_q17_dr25_tce,4883,146,-132,3.972,0.57,-0.38,1.667,1.082,-0.983,290.54855,38.495281,14.438
1444,6776401,K01847.01,Kepler-977 b,CONFIRMED,CANDIDATE,1,0,0,0,0,26.85323647,6.69E-05,-6.69E-05,143.31303,2.03E-03,-2.03E-03,0.01,0.424,-0.01,4.4557,0.0624,-0.0624,9.66E+02,2.09E+01,-2.09E+01,2.65,4.70E-01,-3.90E-01,544,,,20.77,11.67,-7.36,53.3,1,q1_q17_dr25_tce,5329,159,-159,4.455,0.117,-0.143,0.869,0.155,-0.127,291.5162,42.248192,14.812
1445,10130039,K01909.03,Kepler-334 d,CONFIRMED,CANDIDATE,0.987,0,0,0,0,25.0985083,1.02E-04,-1.02E-04,145.56829,3.33E-03,-3.33E-03,0.814,0.11,-0.574,2.7727,0.0936,-0.0936,1.68E+02,8.30E+00,-8.30E+00,1.59,2.40E-01,-2.30E-01,656,,,43.84,18.99,-14.03,21.3,3,q1_q17_dr25_tce,5782,104,-115,4.34,0.126,-0.103,1.095,0.17,-0.155,287.14066,47.115189,12.776
1446,8226050,K01910.01,Kepler-1010 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,34.2685741,1.13E-04,-1.13E-04,147.05143,2.68E-03,-2.68E-03,0.677,0.217,-0.455,4.8251,0.0848,-0.0848,6.99E+02,1.94E+01,-1.94E+01,2.44,1.10E-01,-2.00E-01,477,,,12.2,2.1,-2.54,38.2,1,q1_q17_dr25_tce,5083,83,-76,4.468,0.088,-0.033,0.872,0.042,-0.072,289.19263,44.149319,14.685
1447,9965957,K01911.01,Kepler-1011 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.75321539,1.18E-05,-1.18E-05,136.75617,1.53E-03,-1.53E-03,0.921,0.017,-0.666,1.7948,0.048,-0.048,7.34E+02,2.81E+01,-2.81E+01,3.14,7.70E-01,-2.60E-01,920,,,169.44,130.41,-43.04,31.8,1,q1_q17_dr25_tce,5445,180,-164,4.51,0.033,-0.176,0.929,0.229,-0.076,297.40155,46.824001,15.196
1448,9704384,K01913.01,Kepler-1012 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.50860699,1.36E-05,-1.36E-05,132.2983,1.93E-03,-1.93E-03,0.879,0.057,-0.601,3.0788,0.0586,-0.0586,2.04E+02,6.30E+00,-6.30E+00,1.49,1.50E-01,-1.20E-01,934,,,179.62,57.44,-38.13,38.2,1,q1_q17_dr25_tce,5448,109,-109,4.489,0.063,-0.084,0.883,0.092,-0.067,289.29626,46.457951,13.317
1449,8426567,K01914.01,Kepler-1013 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.93055119,7.55E-05,-7.55E-05,143.25058,3.16E-03,-3.16E-03,0.583,0.369,-0.37,3.372,0.102,-0.102,6.84E+02,2.94E+01,-2.94E+01,4.41,2.25E+00,-2.25E+00,766,,,81.42,129.57,-64.05,26.2,1,q1_q17_dr25_tce,5015,164,-149,3.987,0.602,-0.258,1.643,0.837,-0.837,290.24805,44.435242,14.417
1453,8257205,K01986.01,Kepler-1038 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,148.4601819,7.80E-04,-7.80E-04,151.38686,3.45E-03,-3.45E-03,0.808,0.113,-0.575,5.499,0.139,-0.139,1.53E+03,4.75E+01,-4.75E+01,3.61,2.40E-01,-1.70E-01,285,,,1.56,0.33,-0.23,33.7,1,q1_q17_dr25_tce,5159,82,-82,4.548,0.032,-0.063,0.821,0.055,-0.039,298.97217,44.132381,14.839
1454,9044228,K01988.01,Kepler-1039 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.934885365,9.10E-07,-9.10E-07,131.580676,8.20E-04,-8.20E-04,0.731,0.159,-0.487,1.4083,0.0277,-0.0277,2.70E+02,5.70E+00,-5.70E+00,3.21,1.91E+00,-1.91E+00,2080,,,4435.29,8252.09,-3775.76,57.8,1,q1_q17_dr25_tce,4777,143,-119,3.909,0.707,-0.353,1.795,1.067,-1.067,298.3266,45.31551,14.145
1455,7265298,K02051.01,Kepler-355 c,CONFIRMED,CANDIDATE,0.862,0,0,0,0,25.7626846,1.38E-04,-1.38E-04,147.6963,4.75E-03,-4.75E-03,0.327,0.124,-0.327,6.908,0.118,-0.118,6.20E+02,1.71E+01,-1.71E+01,2.66,4.30E-01,-2.70E-01,633,,,37.99,16.22,-9.03,38,1,q1_q17_dr25_tce,5739,78,-86,4.381,0.095,-0.116,1.069,0.174,-0.107,285.79947,42.811779,15.087
1456,7265298,K02051.02,Kepler-355 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,11.0317836,2.28E-04,-2.28E-04,362.3431,1.15E-02,-1.15E-02,0.405,0.045,-0.405,4.753,0.42,-0.42,1.82E+02,1.49E+01,-1.49E+01,1.45,2.40E-01,-1.40E-01,840,,,117.67,50.25,-27.96,14.1,2,q1_q17_dr25_tce,5739,78,-86,4.381,0.095,-0.116,1.069,0.174,-0.107,285.79947,42.811779,15.087
1457,7132798,K00220.02,Kepler-119 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.12511935,1.94E-05,-1.94E-05,133.64014,3.80E-03,-3.80E-03,0.253,0.195,-0.253,2.877,0.103,-0.103,1.15E+02,5.90E+00,-5.90E+00,0.88,1.90E-01,-8.00E-02,1016,,,252.18,159.33,-67.19,21.6,2,q1_q17_dr25_tce,5598,149,-166,4.565,0.036,-0.144,0.83,0.176,-0.075,295.94641,42.65892,14.236
1459,2307415,K02053.01,Kepler-356 c,CONFIRMED,CANDIDATE,0.978,0,0,0,0,13.12162167,4.48E-05,-4.48E-05,133.39526,2.68E-03,-2.68E-03,0.807,0.019,-0.567,3.6138,0.0844,-0.0844,1.97E+02,6.60E+00,-6.60E+00,1.99,3.60E-01,-2.90E-01,913,,,164.48,83.49,-55.05,32.7,2,q1_q17_dr25_tce,6140,123,-135,4.265,0.125,-0.125,1.277,0.23,-0.188,292.42108,37.682819,12.992
1460,7430034,K01848.01,Kepler-978 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,49.6220669,2.05E-04,-2.05E-04,137.10149,3.31E-03,-3.31E-03,0.939,0.007,-0.662,7.222,0.264,-0.264,5.06E+02,1.16E+01,-1.16E+01,3.33,5.50E-01,-3.40E-01,546,,,20.99,8.78,-5.06,47.6,1,q1_q17_dr25_tce,5938,71,-83,4.331,0.095,-0.116,1.184,0.193,-0.123,286.71072,43.043449,13.429
1461,9735426,K01849.01,Kepler-979 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.08801663,1.13E-05,-1.13E-05,138.73516,1.09E-03,-1.09E-03,0.744,0.105,-0.518,1.8334,0.0396,-0.0396,9.53E+02,2.36E+01,-2.36E+01,2.94,2.40E-01,-2.00E-01,792,,,92.93,23.05,-16.51,46.1,1,q1_q17_dr25_tce,5269,84,-73,4.494,0.06,-0.066,0.874,0.072,-0.059,300.37128,46.408279,14.624
1462,8826168,K01850.01,Kepler-980 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.55103848,2.57E-05,-2.57E-05,134.90803,1.77E-03,-1.77E-03,0.493,0.427,-0.292,3.3601,0.059,-0.059,4.03E+02,9.20E+00,-9.20E+00,2.17,3.40E-01,-2.00E-01,845,,,120.76,52.67,-28.79,49.8,1,q1_q17_dr25_tce,5907,105,-117,4.395,0.08,-0.12,1.058,0.166,-0.097,294.61301,45.060169,14.138
1463,10464050,K01851.01,Kepler-981 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.469754641,8.12E-06,-8.12E-06,131.84402,1.52E-03,-1.52E-03,0.494,0.413,-0.295,1.813,0.0503,-0.0503,5.54E+02,1.77E+01,-1.77E+01,2.26,6.70E-01,-2.30E-01,1103,,,350.69,308.11,-101.97,37.1,1,q1_q17_dr25_tce,5988,161,-197,4.507,0.05,-0.2,0.934,0.28,-0.093,289.2489,47.650101,14.769
1464,9763348,K01852.01,Kepler-982 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.77382794,8.04E-05,-8.04E-05,137.53051,4.08E-03,-4.08E-03,0.035,0.419,-0.035,4.957,0.115,-0.115,3.14E+02,1.21E+01,-1.21E+01,2.72,5.20E-01,-5.10E-01,955,,,196.14,104.29,-76.29,30.4,1,q1_q17_dr25_tce,6283,126,-113,4.129,0.168,-0.112,1.531,0.29,-0.29,288.41769,46.590431,13.205
1465,9101496,K01915.01,Kepler-335 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.56226483,1.90E-05,-1.90E-05,132.61123,2.42E-03,-2.42E-03,0.643,0.009,-0.484,4.0144,0.0694,-0.0694,2.61E+02,7.20E+00,-7.20E+00,3.07,4.80E-01,-7.70E-01,1290,,,654.67,290.44,-316.87,41.2,1,q1_q17_dr25_tce,5878,117,-117,4.005,0.196,-0.084,1.812,0.281,-0.457,296.06433,45.428619,13.996
1466,6037581,K01916.01,Kepler-336 d,CONFIRMED,CANDIDATE,1,0,0,0,0,20.67876365,6.41E-05,-6.41E-05,151.69245,2.48E-03,-2.48E-03,0.665,0.297,-0.451,4.6395,0.085,-0.085,3.24E+02,7.90E+00,-7.90E+00,2.42,4.00E-01,-4.10E-01,749,,,74.36,34.44,-26.81,42.6,2,q1_q17_dr25_tce,5865,105,-117,4.266,0.137,-0.112,1.272,0.213,-0.213,290.23764,41.331379,13.598
1467,10723750,K00209.01,Kepler-117 c,CONFIRMED,CANDIDATE,0.993,0,0,0,0,50.79034648,2.38E-05,-2.38E-05,135.632759,4.06E-04,-4.06E-04,0.058,0.076,-0.058,10.8474,0.0138,-0.0138,5.67E+03,1.19E+01,-1.19E+01,10.6,1.91E+00,-1.90E+00,612,,,33.12,16.79,-12.57,508.8,1,q1_q17_dr25_tce,6163,123,-123,4.185,0.154,-0.112,1.406,0.253,-0.253,288.79303,48.04023,14.274
1468,6037581,K01916.02,Kepler-336 c,CONFIRMED,CANDIDATE,1,0,0,0,0,9.59993246,2.14E-05,-2.14E-05,136.58227,1.72E-03,-1.72E-03,0.063,0.362,-0.063,4.3206,0.0549,-0.0549,2.71E+02,5.50E+00,-5.50E+00,2.08,3.50E-01,-3.50E-01,967,,,206.91,95.83,-74.6,52,1,q1_q17_dr25_tce,5865,105,-117,4.266,0.137,-0.112,1.272,0.213,-0.213,290.23764,41.331379,13.598
1469,6037581,K01916.03,Kepler-336 b,CONFIRMED,CANDIDATE,0.933,0,0,0,0,2.0248205,1.00E-05,-1.00E-05,132.35465,3.81E-03,-3.81E-03,0.248,0.22,-0.248,2.55,0.118,-0.118,6.33E+01,3.50E+00,-3.50E+00,1.01,1.70E-01,-1.70E-01,1625,,,1652.5,765.44,-595.79,20.2,3,q1_q17_dr25_tce,5865,105,-117,4.266,0.137,-0.112,1.272,0.213,-0.213,290.23764,41.331379,13.598
1470,10779233,K01989.01,Kepler-1040 b,CONFIRMED,CANDIDATE,0.861,0,0,0,0,201.118319,1.46E-03,-1.46E-03,187.56986,5.29E-03,-5.29E-03,0.001,0.417,-0.001,10.328,0.165,-0.165,5.85E+02,1.92E+01,-1.92E+01,2.28,3.20E-01,-2.00E-01,300,,,1.92,0.77,-0.44,34.7,1,q1_q17_dr25_tce,5646,101,-112,4.447,0.072,-0.108,0.954,0.135,-0.083,283.11377,48.13139,13.328
1471,11614617,K01990.01,Kepler-1041 b,CONFIRMED,CANDIDATE,1,0,0,0,0,24.7577652,1.22E-04,-1.22E-04,142.06826,3.60E-03,-3.60E-03,0.896,0.025,-0.619,6.998,0.13,-0.13,4.59E+02,1.38E+01,-1.38E+01,2.44,7.10E-01,-2.40E-01,644,,,40.74,35.18,-11.73,37.6,1,q1_q17_dr25_tce,6106,163,-199,4.487,0.048,-0.192,0.966,0.285,-0.095,293.88177,49.683151,14.49
1472,11450414,K01992.01,Kepler-347 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.7983174,6.11E-05,-6.11E-05,133.64979,3.82E-03,-3.82E-03,0.738,0.158,-0.518,6.401,0.116,-0.116,3.37E+02,9.70E+00,-9.70E+00,2.88,4.10E-01,-6.80E-01,908,,,160.33,61.54,-71.6,38.2,1,q1_q17_dr25_tce,5592,75,-75,4.115,0.195,-0.09,1.451,0.211,-0.342,289.19958,49.305721,14.513
1473,4736569,K01996.01,Kepler-1042 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.13200555,3.18E-05,-3.18E-05,132.91155,2.79E-03,-2.79E-03,0.03,0.399,-0.03,3.1683,0.0689,-0.0689,9.12E+02,2.68E+01,-2.68E+01,1.67,1.10E-01,-1.10E-01,574,,,25.66,7.91,-6.31,37.6,1,q1_q17_dr25_tce,4777,167,-167,4.689,0.048,-0.032,0.561,0.038,-0.038,288.66891,39.824009,15.629
1474,10384798,K01997.01,Kepler-1043 b,CONFIRMED,CANDIDATE,1,0,0,0,0,38.505224,1.78E-04,-1.78E-04,158.30491,3.25E-03,-3.25E-03,0.654,0.003,-0.506,5.941,0.104,-0.104,6.95E+02,2.24E+01,-2.24E+01,2.45,6.80E-01,-2.40E-01,532,,,18.98,15.38,-5.16,35.5,1,q1_q17_dr25_tce,5974,161,-161,4.504,0.062,-0.188,0.881,0.243,-0.087,281.66299,47.568581,14.777
1475,2307415,K02053.02,Kepler-356 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,4.6126736,1.21E-05,-1.21E-05,132.7757,2.33E-03,-2.33E-03,0.755,0.025,-0.535,3.0643,0.0681,-0.0681,1.33E+02,4.30E+00,-4.30E+00,1.6,2.90E-01,-2.40E-01,1294,,,663.8,336.98,-222.14,34.3,1,q1_q17_dr25_tce,6140,123,-135,4.265,0.125,-0.125,1.277,0.23,-0.188,292.42108,37.682819,12.992
1476,3128552,K02055.01,Kepler-1073 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,8.67890312,2.38E-05,-2.38E-05,133.03651,2.28E-03,-2.28E-03,0.203,0.229,-0.203,3.5317,0.0685,-0.0685,5.41E+02,1.52E+01,-1.52E+01,2.56,3.90E-01,-4.30E-01,905,,,158.43,64.4,-54.2,37.4,1,q1_q17_dr25_tce,5509,82,-74,4.308,0.156,-0.104,1.116,0.169,-0.186,294.15271,38.23304,14.523
1478,9573685,K02057.01,Kepler-1074 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.94565516,1.69E-05,-1.69E-05,133.99359,2.14E-03,-2.14E-03,0.229,0.228,-0.229,2.1604,0.0711,-0.0711,4.01E+02,1.66E+01,-1.66E+01,1.12,6.00E-02,-7.00E-02,568,,,24.71,4.95,-4.57,28.5,1,q1_q17_dr25_tce,3974,79,-79,4.7,0.027,-0.027,0.564,0.03,-0.034,284.47653,46.252579,15.026
1479,10329835,K02058.01,Kepler-1075 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.52373073,2.50E-06,-2.50E-06,131.61813,1.36E-03,-1.36E-03,0.942,0.058,-0.679,1.4796,0.0342,-0.0342,3.65E+02,1.31E+01,-1.31E+01,1.26,9.00E-02,-1.20E-01,818,,,105.95,24.06,-27.15,34.1,1,q1_q17_dr25_tce,3746,75,-83,4.736,0.053,-0.025,0.51,0.033,-0.05,287.50116,47.469269,15.313
1480,6849046,K00201.01,Kepler-491 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.225384543,2.69E-07,-2.69E-07,137.5606891,5.22E-05,-5.22E-05,0.074,0.08,-0.051,2.82038,0.00192,-0.00192,7.56E+03,6.00E+00,-6.00E+00,9,1.42E+00,-7.70E-01,1111,,,360.46,158.93,-82.24,1457.8,1,q1_q17_dr25_tce,5574,100,-111,4.403,0.08,-0.12,1.054,0.167,-0.09,287.13058,42.350151,14.014
1481,8804397,K01853.01,Kepler-983 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,60.0853848,2.24E-04,-2.24E-04,153.25707,2.69E-03,-2.69E-03,0.79,0.131,-0.535,7.007,0.116,-0.116,4.32E+02,9.60E+00,-9.60E+00,2.4,4.30E-01,-1.20E-01,485,,,13.07,6.51,-2.24,51.7,1,q1_q17_dr25_tce,6028,107,-131,4.459,0.024,-0.136,1.047,0.19,-0.051,285.10406,45.008171,13.43
1482,9662811,K01854.01,Kepler-984 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,43.0343364,1.86E-04,-1.86E-04,137.69007,2.92E-03,-2.92E-03,0.882,0.036,-0.611,6.571,0.135,-0.135,5.42E+02,1.22E+01,-1.22E+01,2.5,3.00E-01,-1.80E-01,484,,,13.01,4.67,-2.63,50,1,q1_q17_dr25_tce,5550,110,-110,4.476,0.064,-0.096,0.911,0.11,-0.064,296.95886,46.394131,13.534
1486,8218379,K01920.01,Kepler-1014 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.57099265,4.02E-05,-4.02E-05,133.90704,1.96E-03,-1.96E-03,0.55,0.338,-0.348,2.9052,0.0575,-0.0575,6.45E+02,1.69E+01,-1.69E+01,2.03,4.30E-01,-1.50E-01,614,,,33.53,21.82,-7.88,40.9,1,q1_q17_dr25_tce,5483,166,-149,4.589,0.034,-0.136,0.779,0.164,-0.059,285.12204,44.1106,14.64
1487,7755636,K01921.01,Kepler-1015 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.00496657,5.33E-05,-5.33E-05,135.25305,2.83E-03,-2.83E-03,0.013,0.426,-0.012,6.5047,0.0847,-0.0847,3.78E+02,9.00E+00,-9.00E+00,3.71,7.60E-01,-1.04E+00,1040,,,276.53,142.05,-141.18,49.8,1,q1_q17_dr25_tce,6384,70,-89,4.029,0.24,-0.129,1.904,0.388,-0.534,292.75732,43.42691,12.818
1488,9411166,K01922.01,Kepler-1016 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.954525966,3.28E-06,-3.28E-06,132.29679,1.38E-03,-1.38E-03,0.673,0.237,-0.455,2.0944,0.0457,-0.0457,3.93E+02,1.02E+01,-1.02E+01,2.38,3.80E-01,-3.00E-01,1540,,,1331.18,553.07,-375.27,43.1,1,q1_q17_dr25_tce,5741,77,-77,4.331,0.115,-0.115,1.136,0.18,-0.147,294.61365,45.984619,15.356
1490,4989057,K01923.01,Kepler-1017 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.23400381,1.60E-05,-1.60E-05,137.67742,1.80E-03,-1.80E-03,0.032,0.426,-0.032,2.165,0.0587,-0.0587,4.53E+02,1.57E+01,-1.57E+01,1.78,1.90E-01,-1.00E-01,831,,,112.48,36.61,-19.34,34.3,1,q1_q17_dr25_tce,5411,107,-107,4.523,0.042,-0.084,0.85,0.091,-0.045,283.46936,40.13261,14.139
1491,9834040,K01998.01,Kepler-1044 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.77408984,1.78E-05,-1.78E-05,135.95524,2.23E-03,-2.23E-03,0.026,0.402,-0.026,2.6215,0.0634,-0.0634,5.20E+02,1.83E+01,-1.83E+01,2.5,7.50E-01,-3.30E-01,1058,,,295.82,263.29,-103.88,33.6,1,q1_q17_dr25_tce,6246,174,-239,4.433,0.052,-0.208,1.092,0.329,-0.141,293.14447,46.666241,15.368
1492,6152974,K00216.01,Kepler-118 c,CONFIRMED,CANDIDATE,1,0,0,0,0,20.17202467,9.34E-06,-9.34E-06,141.209182,3.90E-04,-3.90E-04,0.334,0.148,-0.224,3.1488,0.0248,-0.0248,5.37E+03,2.62E+01,-2.62E+01,6.24,2.70E-01,-5.50E-01,564,,,24,3.92,-5.19,226.8,1,q1_q17_dr25_tce,5064,83,-75,4.474,0.09,-0.03,0.864,0.038,-0.076,299.21317,41.424831,14.711
1493,8802693,K02000.01,Kepler-1045 b,CONFIRMED,CANDIDATE,1,0,0,0,0,26.41044199,7.74E-05,-7.74E-05,149.39541,2.37E-03,-2.37E-03,0.674,0.02,-0.515,3.0715,0.084,-0.084,9.91E+02,3.65E+01,-3.65E+01,2.45,4.30E-01,-1.90E-01,512,,,16.27,9.13,-3.97,31.2,1,q1_q17_dr25_tce,5448,162,-162,4.613,0.037,-0.112,0.734,0.131,-0.056,284.18329,45.0741,15.593
